"SerialCode","dt_utc","degC","rh","dt_pdt","date_pdt","hr_pdt","eve_morn","intervalID"
"FS-393",2020-07-30 13:41:35,22.51,56.83,2020-07-30 06:41:35,2020-07-30,6,"am",6
"FS-393",2020-07-30 13:46:46,23.72,52.04,2020-07-30 06:46:46,2020-07-30,6,"am",6
"FS-393",2020-07-30 13:59:25,25.39,49.34,2020-07-30 06:59:25,2020-07-30,6,"am",6
"FS-393",2020-07-31 13:15:55,16.14,84.14,2020-07-31 06:15:55,2020-07-31,6,"am",6
"FS-393",2020-07-31 13:33:12,19.39,74.04,2020-07-31 06:33:12,2020-07-31,6,"am",6
"FS-393",2020-07-31 13:37:27,20.47,70.17,2020-07-31 06:37:27,2020-07-31,6,"am",6
"FS-393",2020-07-31 13:41:59,21.43,67.18,2020-07-31 06:41:59,2020-07-31,6,"am",6
"FS-393",2020-07-31 13:44:58,22.35,63.63,2020-07-31 06:44:58,2020-07-31,6,"am",6
"FS-393",2020-07-31 13:49:37,23.33,60.43,2020-07-31 06:49:37,2020-07-31,6,"am",6
"FS-393",2020-07-31 13:55:30,23.98,58.9,2020-07-31 06:55:30,2020-07-31,6,"am",6
"FS-393",2020-08-01 13:18:01,15.54,75.14,2020-08-01 06:18:01,2020-08-01,6,"am",6
"FS-393",2020-08-01 13:23:51,16.54,70.29,2020-08-01 06:23:51,2020-08-01,6,"am",6
"FS-393",2020-08-01 13:26:37,16.98,69.92,2020-08-01 06:26:37,2020-08-01,6,"am",6
"FS-393",2020-08-01 13:30:11,17.66,68.39,2020-08-01 06:30:11,2020-08-01,6,"am",6
"FS-393",2020-08-01 13:33:21,18.25,66.8,2020-08-01 06:33:21,2020-08-01,6,"am",6
"FS-393",2020-08-01 13:37:49,19.18,64.92,2020-08-01 06:37:49,2020-08-01,6,"am",6
"FS-393",2020-08-01 13:40:48,20.09,61.99,2020-08-01 06:40:48,2020-08-01,6,"am",6
"FS-393",2020-08-01 13:49:25,22.15,56.62,2020-08-01 06:49:25,2020-08-01,6,"am",6
"FS-393",2020-08-01 14:00:04,25.18,49.17,2020-08-01 07:00:04,2020-08-01,7,"am",6
"FS-393",2020-08-02 13:20:02,16.27,73.7,2020-08-02 06:20:02,2020-08-02,6,"am",6
"FS-393",2020-08-02 13:28:11,17.34,69.33,2020-08-02 06:28:11,2020-08-02,6,"am",6
"FS-393",2020-08-02 13:57:32,23.79,49.34,2020-08-02 06:57:32,2020-08-02,6,"am",6
"FS-393",2020-08-03 13:20:51,15.63,71.93,2020-08-03 06:20:51,2020-08-03,6,"am",6
"FS-393",2020-08-03 13:45:58,22.22,51.84,2020-08-03 06:45:58,2020-08-03,6,"am",6
"FS-393",2020-08-04 13:18:39,14.19,85.51,2020-08-04 06:18:39,2020-08-04,6,"am",6
"FS-393",2020-08-04 13:41:31,17.75,71.38,2020-08-04 06:41:31,2020-08-04,6,"am",6
"FS-393",2020-08-04 13:44:12,18.66,68.86,2020-08-04 06:44:12,2020-08-04,6,"am",6
"FS-393",2020-08-04 13:46:32,19.52,65.98,2020-08-04 06:46:32,2020-08-04,6,"am",6
"FS-393",2020-08-04 13:48:35,20.21,63.75,2020-08-04 06:48:35,2020-08-04,6,"am",6
"FS-393",2020-08-04 13:56:09,21.66,58.43,2020-08-04 06:56:09,2020-08-04,6,"am",6
"FS-393",2020-08-04 13:58:09,21.93,58.84,2020-08-04 06:58:09,2020-08-04,6,"am",6
"FS-393",2020-08-05 13:37:56,18.23,66.81,2020-08-05 06:37:56,2020-08-05,6,"am",6
"FS-393",2020-08-05 13:41:03,19,64.03,2020-08-05 06:41:03,2020-08-05,6,"am",6
"FS-393",2020-08-05 13:57:58,23.28,52.28,2020-08-05 06:57:58,2020-08-05,6,"am",6
"FS-393",2020-08-06 13:23:09,11.28,92.32,2020-08-06 06:23:09,2020-08-06,6,"am",6
"FS-393",2020-08-06 13:39:19,15.08,78.87,2020-08-06 06:39:19,2020-08-06,6,"am",6
"FS-393",2020-08-06 13:44:08,16.75,72.6,2020-08-06 06:44:08,2020-08-06,6,"am",6
"FS-393",2020-08-06 13:46:19,17.22,71.63,2020-08-06 06:46:19,2020-08-06,6,"am",6
"FS-393",2020-08-06 13:49:58,18.39,67.94,2020-08-06 06:49:58,2020-08-06,6,"am",6
"FS-393",2020-08-06 13:53:23,19.66,62.69,2020-08-06 06:53:23,2020-08-06,6,"am",6
"FS-393",2020-08-06 13:59:15,21.24,56.69,2020-08-06 06:59:15,2020-08-06,6,"am",6
"FS-393",2020-08-07 13:30:45,16.05,85.71,2020-08-07 06:30:45,2020-08-07,6,"am",7
"FS-393",2020-08-07 13:40:03,17.95,78.41,2020-08-07 06:40:03,2020-08-07,6,"am",7
"FS-393",2020-08-07 13:43:49,19.2,74.18,2020-08-07 06:43:49,2020-08-07,6,"am",7
"FS-393",2020-08-07 13:46:50,20.28,70.88,2020-08-07 06:46:50,2020-08-07,6,"am",7
"FS-393",2020-08-07 13:50:55,21.53,66.12,2020-08-07 06:50:55,2020-08-07,6,"am",7
"FS-393",2020-08-07 13:55:27,22.62,62.86,2020-08-07 06:55:27,2020-08-07,6,"am",7
"FS-393",2020-08-08 13:29:53,16.31,82.81,2020-08-08 06:29:53,2020-08-08,6,"am",7
"FS-393",2020-08-08 13:43:03,19.52,70.85,2020-08-08 06:43:03,2020-08-08,6,"am",7
"FS-393",2020-08-08 13:48:34,21.42,63.22,2020-08-08 06:48:34,2020-08-08,6,"am",7
"FS-393",2020-08-08 13:54:32,22.56,58.24,2020-08-08 06:54:32,2020-08-08,6,"am",7
"FS-393",2020-08-08 13:58:42,23.79,54.49,2020-08-08 06:58:42,2020-08-08,6,"am",7
"FS-393",2020-08-09 13:28:15,17.23,79.76,2020-08-09 06:28:15,2020-08-09,6,"am",7
"FS-393",2020-08-09 13:44:45,19.44,70.66,2020-08-09 06:44:45,2020-08-09,6,"am",7
"FS-393",2020-08-09 13:46:54,19.79,69.27,2020-08-09 06:46:54,2020-08-09,6,"am",7
"FS-393",2020-08-10 13:25:52,17.22,79.79,2020-08-10 06:25:52,2020-08-10,6,"am",7
"FS-393",2020-08-10 13:29:01,17.5,79.13,2020-08-10 06:29:01,2020-08-10,6,"am",7
"FS-393",2020-08-10 13:39:28,18.95,75.27,2020-08-10 06:39:28,2020-08-10,6,"am",7
"FS-393",2020-08-10 13:41:32,19.28,74.04,2020-08-10 06:41:32,2020-08-10,6,"am",7
"FS-393",2020-08-10 13:44:32,19.93,72.01,2020-08-10 06:44:32,2020-08-10,6,"am",7
"FS-393",2020-08-10 13:47:55,20.64,70.47,2020-08-10 06:47:55,2020-08-10,6,"am",7
"FS-393",2020-08-11 13:26:14,17.05,85.96,2020-08-11 06:26:14,2020-08-11,6,"am",7
"FS-393",2020-08-11 13:42:02,19.1,79.25,2020-08-11 06:42:02,2020-08-11,6,"am",7
"FS-393",2020-08-11 13:47:58,20.77,73.93,2020-08-11 06:47:58,2020-08-11,6,"am",7
"FS-393",2020-08-12 13:39:38,19.18,80.22,2020-08-12 06:39:38,2020-08-12,6,"am",7
"FS-393",2020-08-12 13:43:26,20.28,76.02,2020-08-12 06:43:26,2020-08-12,6,"am",7
"FS-393",2020-08-12 13:50:30,22.51,67.92,2020-08-12 06:50:30,2020-08-12,6,"am",7
"FS-393",2020-08-12 13:55:59,24.3,61.46,2020-08-12 06:55:59,2020-08-12,6,"am",7
"FS-393",2020-08-12 13:58:36,24.56,60.09,2020-08-12 06:58:36,2020-08-12,6,"am",7
"FS-393",2020-08-13 12:08:25,18.28,78.41,2020-08-13 05:08:25,2020-08-13,5,"am",8
"FS-393",2020-08-14 13:37:47,19.31,80.16,2020-08-14 06:37:47,2020-08-14,6,"am",8
"FS-393",2020-08-15 13:30:49,20,72.29,2020-08-15 06:30:49,2020-08-15,6,"am",8
"FS-393",2020-08-15 13:53:43,23.23,66.6,2020-08-15 06:53:43,2020-08-15,6,"am",8
"FS-393",2020-08-15 13:58:30,24.67,62.38,2020-08-15 06:58:30,2020-08-15,6,"am",8
"FS-393",2020-08-17 13:46:44,21.91,84.2,2020-08-17 06:46:44,2020-08-17,6,"am",8
"FS-393",2020-08-17 13:54:43,23.28,71.08,2020-08-17 06:54:43,2020-08-17,6,"am",8
"FS-393",2020-08-26 13:56:44,19.58,87.04,2020-08-26 06:56:44,2020-08-26,6,"am",9
"FS-393",2020-08-27 13:50:25,16.09,80.88,2020-08-27 06:50:25,2020-08-27,6,"am",9
"FS-393",2020-08-27 13:52:26,16.3,80.96,2020-08-27 06:52:26,2020-08-27,6,"am",9
"FS-393",2020-08-27 13:56:00,16.89,78.76,2020-08-27 06:56:00,2020-08-27,6,"am",9
"FS-393",2020-08-29 13:53:19,16.12,79.04,2020-08-29 06:53:19,2020-08-29,6,"am",10
"FS-393",2020-08-30 13:54:22,15.34,83.35,2020-08-30 06:54:22,2020-08-30,6,"am",10
"FS-330",2020-07-11 13:37:30,17.32,77.85,2020-07-11 06:37:30,2020-07-11,6,"am",3
"FS-330",2020-07-11 13:46:09,20.48,65.8,2020-07-11 06:46:09,2020-07-11,6,"am",3
"FS-330",2020-07-13 12:22:14,15.62,83.08,2020-07-13 05:22:14,2020-07-13,5,"am",3
"FS-330",2020-07-13 13:37:32,17.53,73.17,2020-07-13 06:37:32,2020-07-13,6,"am",3
"FS-330",2020-07-13 13:41:42,19,70.38,2020-07-13 06:41:42,2020-07-13,6,"am",3
"FS-330",2020-07-13 13:47:08,20.98,65.64,2020-07-13 06:47:08,2020-07-13,6,"am",3
"FS-330",2020-07-14 13:35:26,14.56,87.92,2020-07-14 06:35:26,2020-07-14,6,"am",3
"FS-330",2020-07-14 13:37:35,14.93,86.52,2020-07-14 06:37:35,2020-07-14,6,"am",3
"FS-330",2020-07-14 13:40:12,15.55,85.62,2020-07-14 06:40:12,2020-07-14,6,"am",3
"FS-330",2020-07-14 13:43:58,16.54,76.44,2020-07-14 06:43:58,2020-07-14,6,"am",3
"FS-330",2020-07-14 13:49:46,19.01,63.35,2020-07-14 06:49:46,2020-07-14,6,"am",3
"FS-330",2020-07-14 13:56:17,21.15,59.42,2020-07-14 06:56:17,2020-07-14,6,"am",3
"FS-330",2020-07-15 13:49:32,18.57,76.4,2020-07-15 06:49:32,2020-07-15,6,"am",3
"FS-330",2020-07-15 13:56:09,20.54,70.11,2020-07-15 06:56:09,2020-07-15,6,"am",3
"FS-330",2020-07-16 13:44:17,18.52,86.09,2020-07-16 06:44:17,2020-07-16,6,"am",3
"FS-330",2020-07-16 13:46:23,19.01,84.37,2020-07-16 06:46:23,2020-07-16,6,"am",3
"FS-330",2020-07-16 13:48:35,19.62,82.36,2020-07-16 06:48:35,2020-07-16,6,"am",3
"FS-330",2020-07-16 13:53:42,21.05,77.04,2020-07-16 06:53:42,2020-07-16,6,"am",3
"FS-330",2020-07-17 13:50:53,20.18,75.87,2020-07-17 06:50:53,2020-07-17,6,"am",4
"FS-330",2020-07-18 13:43:20,16.5,88.77,2020-07-18 06:43:20,2020-07-18,6,"am",4
"FS-330",2020-07-19 13:48:34,18.51,84.44,2020-07-19 06:48:34,2020-07-19,6,"am",4
"FS-330",2020-07-20 13:53:35,19.59,82.31,2020-07-20 06:53:35,2020-07-20,6,"am",4
"FS-330",2020-07-21 13:55:36,19.92,75.06,2020-07-21 06:55:36,2020-07-21,6,"am",4
"FS-330",2020-07-21 13:57:37,20.69,72.41,2020-07-21 06:57:37,2020-07-21,6,"am",4
"FS-330",2020-07-22 13:51:29,16.2,85.12,2020-07-22 06:51:29,2020-07-22,6,"am",4
"FS-330",2020-07-22 14:00:10,19.31,73.02,2020-07-22 07:00:10,2020-07-22,7,"am",4
"FS-330",2020-07-23 13:54:27,16.16,88.09,2020-07-23 06:54:27,2020-07-23,6,"am",5
"FS-330",2020-07-23 13:59:19,17.69,82.98,2020-07-23 06:59:19,2020-07-23,6,"am",5
"FS-330",2020-07-25 13:45:03,15.96,89.75,2020-07-25 06:45:03,2020-07-25,6,"am",5
"FS-330",2020-07-26 13:47:45,15.97,87.84,2020-07-26 06:47:45,2020-07-26,6,"am",5
"FS-330",2020-07-26 13:58:26,18.57,81.96,2020-07-26 06:58:26,2020-07-26,6,"am",5
"FS-330",2020-07-27 13:55:46,18.04,79.86,2020-07-27 06:55:46,2020-07-27,6,"am",5
"FS-330",2020-07-28 13:55:18,17.44,85.47,2020-07-28 06:55:18,2020-07-28,6,"am",5
"FS-330",2020-07-30 13:58:37,17.34,81.81,2020-07-30 06:58:37,2020-07-30,6,"am",6
"FS-330",2020-08-03 13:51:22,14.19,87.17,2020-08-03 06:51:22,2020-08-03,6,"am",6
"FS-330",2020-08-08 12:34:25,14.28,95.46,2020-08-08 05:34:25,2020-08-08,5,"am",7
"FS-330",2020-08-08 12:36:36,14.25,95.58,2020-08-08 05:36:36,2020-08-08,5,"am",7
"FS-330",2020-08-10 12:28:33,15.37,95.28,2020-08-10 05:28:33,2020-08-10,5,"am",7
"FS-330",2020-08-14 12:49:36,18.85,91.63,2020-08-14 05:49:36,2020-08-14,5,"am",8
"FS-330",2020-08-14 13:00:21,18.42,91.9,2020-08-14 06:00:21,2020-08-14,6,"am",8
"FS-330",2020-08-16 12:33:16,20.3,97.75,2020-08-16 05:33:16,2020-08-16,5,"am",8
"FS-330",2020-08-16 12:39:30,20.31,97.95,2020-08-16 05:39:30,2020-08-16,5,"am",8
"FS-330",2020-08-16 12:42:27,20.33,98.43,2020-08-16 05:42:27,2020-08-16,5,"am",8
"FS-330",2020-08-23 12:18:58,17.54,95.99,2020-08-23 05:18:58,2020-08-23,5,"am",9
"FS-330",2020-08-23 12:44:32,17.32,96.72,2020-08-23 05:44:32,2020-08-23,5,"am",9
"FS-330",2020-08-23 12:57:41,17.2,96.58,2020-08-23 05:57:41,2020-08-23,5,"am",9
"FS-330",2020-08-23 13:03:51,17.13,96.55,2020-08-23 06:03:51,2020-08-23,6,"am",9
"FS-330",2020-08-23 13:08:45,17.08,96.22,2020-08-23 06:08:45,2020-08-23,6,"am",9
"FS-330",2020-08-24 12:48:25,17.43,96.9,2020-08-24 05:48:25,2020-08-24,5,"am",9
"FS-330",2020-08-24 12:53:33,17.34,96.83,2020-08-24 05:53:33,2020-08-24,5,"am",9
"FS-330",2020-09-02 12:55:56,13.76,98.12,2020-09-02 05:55:56,2020-09-02,5,"am",10
"FS-330",2020-09-02 12:58:12,13.74,98.14,2020-09-02 05:58:12,2020-09-02,5,"am",10
"FS-330",2020-09-06 09:50:26,18.13,92.21,2020-09-06 02:50:26,2020-09-06,2,"am",11
"FS-330",2020-09-06 11:47:48,18.35,91.09,2020-09-06 04:47:48,2020-09-06,4,"am",11
"FS-330",2020-09-06 11:51:18,18.23,90.83,2020-09-06 04:51:18,2020-09-06,4,"am",11
"FS-330",2020-09-17 08:32:10,14.53,96.61,2020-09-17 01:32:10,2020-09-17,1,"am",13
"FS-330",2020-09-17 09:13:00,14.18,96.89,2020-09-17 02:13:00,2020-09-17,2,"am",13
"FS-330",2020-09-17 09:18:34,14.05,96.96,2020-09-17 02:18:34,2020-09-17,2,"am",13
"FS-330",2020-09-17 09:32:04,13.94,97.24,2020-09-17 02:32:04,2020-09-17,2,"am",13
"FS-330",2020-09-17 09:34:13,13.91,97.23,2020-09-17 02:34:13,2020-09-17,2,"am",13
"FS-330",2020-09-17 09:41:56,13.81,97.31,2020-09-17 02:41:56,2020-09-17,2,"am",13
"FS-330",2020-09-17 09:57:49,13.51,97.25,2020-09-17 02:57:49,2020-09-17,2,"am",13
"FS-330",2020-09-17 10:03:40,13.43,97.21,2020-09-17 03:03:40,2020-09-17,3,"am",13
"FS-330",2020-09-17 10:08:48,13.32,97.15,2020-09-17 03:08:48,2020-09-17,3,"am",13
"FS-330",2020-09-17 10:45:14,13.19,97.96,2020-09-17 03:45:14,2020-09-17,3,"am",13
"FS-330",2020-09-17 10:51:05,13.25,97.91,2020-09-17 03:51:05,2020-09-17,3,"am",13
"FS-330",2020-09-17 10:56:52,13.11,97.52,2020-09-17 03:56:52,2020-09-17,3,"am",13
"FS-330",2020-09-17 11:28:24,13.14,98.13,2020-09-17 04:28:24,2020-09-17,4,"am",13
"FS-330",2020-09-17 11:31:40,13.05,97.89,2020-09-17 04:31:40,2020-09-17,4,"am",13
"FS-330",2020-09-17 11:36:20,12.96,97.87,2020-09-17 04:36:20,2020-09-17,4,"am",13
"FS-330",2020-09-17 11:40:22,12.92,97.91,2020-09-17 04:40:22,2020-09-17,4,"am",13
"FS-330",2020-09-17 12:44:42,12.95,98.32,2020-09-17 05:44:42,2020-09-17,5,"am",13
"FS-330",2020-09-17 12:49:31,12.95,98.51,2020-09-17 05:49:31,2020-09-17,5,"am",13
"FS-330",2020-09-18 11:27:34,21.4,62.19,2020-09-18 04:27:34,2020-09-18,4,"am",14
"FS-330",2020-09-18 13:27:55,18.04,78.06,2020-09-18 06:27:55,2020-09-18,6,"am",14
"FS-330",2020-09-21 08:31:57,14.25,93.67,2020-09-21 01:31:57,2020-09-21,1,"am",14
"FS-330",2020-09-21 08:36:58,14.11,93.92,2020-09-21 01:36:58,2020-09-21,1,"am",14
"FS-330",2020-09-21 08:41:19,14.05,94.61,2020-09-21 01:41:19,2020-09-21,1,"am",14
"FS-330",2020-09-21 08:47:24,13.97,94.58,2020-09-21 01:47:24,2020-09-21,1,"am",14
"FS-330",2020-09-21 08:56:14,13.73,94.63,2020-09-21 01:56:14,2020-09-21,1,"am",14
"FS-330",2020-09-21 08:58:39,13.68,94.88,2020-09-21 01:58:39,2020-09-21,1,"am",14
"FS-330",2020-09-21 09:01:31,13.66,95.02,2020-09-21 02:01:31,2020-09-21,2,"am",14
"FS-330",2020-09-21 09:04:50,13.58,95.11,2020-09-21 02:04:50,2020-09-21,2,"am",14
"FS-330",2020-09-21 09:57:27,13.97,94.64,2020-09-21 02:57:27,2020-09-21,2,"am",14
"FS-330",2020-09-21 10:14:49,13.76,94.4,2020-09-21 03:14:49,2020-09-21,3,"am",14
"FS-330",2020-09-21 11:08:52,13.08,95.97,2020-09-21 04:08:52,2020-09-21,4,"am",14
"FS-330",2020-09-21 11:23:54,12.96,96.24,2020-09-21 04:23:54,2020-09-21,4,"am",14
"FS-330",2020-09-21 12:26:35,12.1,96.96,2020-09-21 05:26:35,2020-09-21,5,"am",14
"FS-330",2020-09-22 09:24:21,13.56,93.39,2020-09-22 02:24:21,2020-09-22,2,"am",14
"FS-330",2020-09-22 10:23:40,12.77,90.68,2020-09-22 03:23:40,2020-09-22,3,"am",14
"FS-330",2020-09-22 10:34:29,12.74,92.75,2020-09-22 03:34:29,2020-09-22,3,"am",14
"FS-330",2020-10-18 09:50:21,13.32,87.87,2020-10-18 02:50:21,2020-10-18,2,"am",15
"FS-330",2020-10-18 11:15:27,12.69,87.73,2020-10-18 04:15:27,2020-10-18,4,"am",15
"FS-333",2020-07-11 13:09:41,14.87,81.08,2020-07-11 06:09:41,2020-07-11,6,"am",3
"FS-333",2020-07-11 13:19:24,15.83,78.27,2020-07-11 06:19:24,2020-07-11,6,"am",3
"FS-333",2020-07-12 13:14:39,17.31,75.25,2020-07-12 06:14:39,2020-07-12,6,"am",3
"FS-333",2020-07-13 13:17:00,16.37,76.35,2020-07-13 06:17:00,2020-07-13,6,"am",3
"FS-333",2020-07-15 08:13:37,16.24,79.71,2020-07-15 01:13:37,2020-07-15,1,"am",3
"FS-333",2020-07-16 12:20:26,16.07,89.42,2020-07-16 05:20:26,2020-07-16,5,"am",3
"FS-333",2020-07-16 13:16:10,16.29,89.59,2020-07-16 06:16:10,2020-07-16,6,"am",3
"FS-333",2020-07-16 13:20:13,16.59,89.17,2020-07-16 06:20:13,2020-07-16,6,"am",3
"FS-333",2020-07-16 13:23:23,16.96,88.39,2020-07-16 06:23:23,2020-07-16,6,"am",3
"FS-333",2020-07-16 13:28:46,17.7,84.29,2020-07-16 06:28:46,2020-07-16,6,"am",3
"FS-333",2020-07-17 13:15:05,16.21,88.98,2020-07-17 06:15:05,2020-07-17,6,"am",4
"FS-333",2020-07-17 13:32:02,18.3,80.17,2020-07-17 06:32:02,2020-07-17,6,"am",4
"FS-333",2020-07-18 13:15:19,14.59,92.32,2020-07-18 06:15:19,2020-07-18,6,"am",4
"FS-333",2020-07-18 13:33:00,16.9,85.16,2020-07-18 06:33:00,2020-07-18,6,"am",4
"FS-333",2020-07-21 13:21:50,15.11,88.11,2020-07-21 06:21:50,2020-07-21,6,"am",4
"FS-333",2020-07-22 13:17:16,13.07,92.04,2020-07-22 06:17:16,2020-07-22,6,"am",4
"FS-333",2020-07-22 13:19:16,13.19,92.21,2020-07-22 06:19:16,2020-07-22,6,"am",4
"FS-333",2020-07-23 13:35:27,14.87,89.49,2020-07-23 06:35:27,2020-07-23,6,"am",5
"FS-333",2020-07-24 13:24:09,14.59,90.64,2020-07-24 06:24:09,2020-07-24,6,"am",5
"FS-333",2020-07-24 13:37:15,16.75,84.5,2020-07-24 06:37:15,2020-07-24,6,"am",5
"FS-333",2020-07-25 13:28:19,15.67,87.95,2020-07-25 06:28:19,2020-07-25,6,"am",5
"FS-333",2020-07-28 13:41:40,18.46,78.85,2020-07-28 06:41:40,2020-07-28,6,"am",5
"FS-333",2020-07-29 13:21:35,14.83,91.25,2020-07-29 06:21:35,2020-07-29,6,"am",5
"FS-333",2020-07-30 13:23:11,14.03,90.76,2020-07-30 06:23:11,2020-07-30,6,"am",6
"FS-333",2020-07-30 13:26:37,14.34,90.96,2020-07-30 06:26:37,2020-07-30,6,"am",6
"FS-333",2020-07-30 13:29:25,14.74,89.84,2020-07-30 06:29:25,2020-07-30,6,"am",6
"FS-333",2020-07-30 13:46:33,18.57,77.01,2020-07-30 06:46:33,2020-07-30,6,"am",6
"FS-333",2020-07-31 13:28:48,15.08,92.32,2020-07-31 06:28:48,2020-07-31,6,"am",6
"FS-333",2020-07-31 13:32:59,15.71,90.67,2020-07-31 06:32:59,2020-07-31,6,"am",6
"FS-333",2020-07-31 13:41:44,17.45,85.27,2020-07-31 06:41:44,2020-07-31,6,"am",6
"FS-333",2020-07-31 13:53:35,20.51,75.49,2020-07-31 06:53:35,2020-07-31,6,"am",6
"FS-333",2020-08-01 13:25:15,14.06,86.97,2020-08-01 06:25:15,2020-08-01,6,"am",6
"FS-333",2020-08-01 13:53:22,20.29,67.89,2020-08-01 06:53:22,2020-08-01,6,"am",6
"FS-333",2020-08-03 13:28:28,13.85,82.86,2020-08-03 06:28:28,2020-08-03,6,"am",6
"FS-333",2020-08-03 13:34:24,14.87,81.94,2020-08-03 06:34:24,2020-08-03,6,"am",6
"FS-333",2020-08-04 13:37:32,13.98,92.94,2020-08-04 06:37:32,2020-08-04,6,"am",6
"FS-333",2020-08-04 13:49:53,16.63,84.2,2020-08-04 06:49:53,2020-08-04,6,"am",6
"FS-333",2020-08-05 13:26:57,12.08,95.26,2020-08-05 06:26:57,2020-08-05,6,"am",6
"FS-333",2020-08-05 13:29:05,12.29,95.54,2020-08-05 06:29:05,2020-08-05,6,"am",6
"FS-333",2020-08-05 13:42:27,15.12,87.08,2020-08-05 06:42:27,2020-08-05,6,"am",6
"FS-333",2020-08-06 13:32:30,10.54,96.17,2020-08-06 06:32:30,2020-08-06,6,"am",6
"FS-333",2020-08-06 13:50:41,14.26,85.43,2020-08-06 06:50:41,2020-08-06,6,"am",6
"FS-333",2020-08-08 13:42:50,16.16,87.24,2020-08-08 06:42:50,2020-08-08,6,"am",7
"FS-333",2020-08-10 13:44:23,17.31,87.19,2020-08-10 06:44:23,2020-08-10,6,"am",7
"FS-333",2020-08-12 13:32:50,15.73,94.2,2020-08-12 06:32:50,2020-08-12,6,"am",7
"FS-333",2020-08-12 13:44:11,17.07,90.7,2020-08-12 06:44:11,2020-08-12,6,"am",7
"FS-333",2020-08-12 13:50:14,18.17,87.17,2020-08-12 06:50:14,2020-08-12,6,"am",7
"FS-333",2020-08-14 12:47:32,18.89,91.11,2020-08-14 05:47:32,2020-08-14,5,"am",8
"FS-333",2020-08-17 10:32:41,20.93,93.21,2020-08-17 03:32:41,2020-08-17,3,"am",8
"FS-333",2020-08-23 12:39:45,17.48,94.95,2020-08-23 05:39:45,2020-08-23,5,"am",9
"FS-333",2020-08-27 13:50:12,14.64,91.1,2020-08-27 06:50:12,2020-08-27,6,"am",9
"FS-333",2020-08-27 13:56:37,15.32,89.22,2020-08-27 06:56:37,2020-08-27,6,"am",9
"FS-333",2020-09-02 10:26:32,14.85,96,2020-09-02 03:26:32,2020-09-02,3,"am",10
"FS-342",2020-07-11 13:25:13,17.7,76.2,2020-07-11 06:25:13,2020-07-11,6,"am",3
"FS-342",2020-07-11 13:33:00,20.43,67.06,2020-07-11 06:33:00,2020-07-11,6,"am",3
"FS-342",2020-07-12 13:22:32,18.26,73.84,2020-07-12 06:22:32,2020-07-12,6,"am",3
"FS-342",2020-07-14 13:18:10,14.59,83.55,2020-07-14 06:18:10,2020-07-14,6,"am",3
"FS-342",2020-07-17 13:23:24,16.84,85.96,2020-07-17 06:23:24,2020-07-17,6,"am",4
"FS-342",2020-07-17 13:31:40,18.52,79.83,2020-07-17 06:31:40,2020-07-17,6,"am",4
"FS-342",2020-07-18 13:22:25,15.56,90.07,2020-07-18 06:22:25,2020-07-18,6,"am",4
"FS-342",2020-08-04 13:37:13,14.6,88.2,2020-08-04 06:37:13,2020-08-04,6,"am",6
"FS-342",2020-08-05 13:38:03,13.28,91.09,2020-08-05 06:38:03,2020-08-05,6,"am",6
"FS-342",2020-08-07 07:49:00,15.75,90.36,2020-08-07 00:49:00,2020-08-07,0,"am",7
"FS-342",2020-08-08 13:43:49,16.51,84.06,2020-08-08 06:43:49,2020-08-08,6,"am",7
"FS-342",2020-08-10 13:54:20,20.97,75.63,2020-08-10 06:54:20,2020-08-10,6,"am",7
"FS-342",2020-08-11 13:54:47,20.42,75.29,2020-08-11 06:54:47,2020-08-11,6,"am",7
"FS-349",2020-07-15 13:42:55,17.49,79.39,2020-07-15 06:42:55,2020-07-15,6,"am",3
"FS-349",2020-07-17 13:53:36,21.65,69.65,2020-07-17 06:53:36,2020-07-17,6,"am",4
"FS-349",2020-07-18 13:46:41,18.82,80.94,2020-07-18 06:46:41,2020-07-18,6,"am",4
"FS-349",2020-07-18 13:49:10,19.39,77.59,2020-07-18 06:49:10,2020-07-18,6,"am",4
"FS-349",2020-07-19 13:50:59,20.72,75.57,2020-07-19 06:50:59,2020-07-19,6,"am",4
"FS-349",2020-07-21 13:42:12,17.53,82.66,2020-07-21 06:42:12,2020-07-21,6,"am",4
"FS-349",2020-07-22 13:43:33,16.59,83.29,2020-07-22 06:43:33,2020-07-22,6,"am",4
"FS-349",2020-07-22 13:49:50,18.1,78.23,2020-07-22 06:49:50,2020-07-22,6,"am",4
"FS-349",2020-07-23 13:35:33,14,93.95,2020-07-23 06:35:33,2020-07-23,6,"am",5
"FS-349",2020-07-23 13:38:40,14.54,92.35,2020-07-23 06:38:40,2020-07-23,6,"am",5
"FS-349",2020-07-23 13:42:46,15.21,89.55,2020-07-23 06:42:46,2020-07-23,6,"am",5
"FS-349",2020-07-23 13:55:09,18.07,79.78,2020-07-23 06:55:09,2020-07-23,6,"am",5
"FS-349",2020-07-24 13:37:14,15.89,88.22,2020-07-24 06:37:14,2020-07-24,6,"am",5
"FS-349",2020-07-24 13:39:51,16.43,86.47,2020-07-24 06:39:51,2020-07-24,6,"am",5
"FS-349",2020-07-24 13:43:02,17.14,84.25,2020-07-24 06:43:02,2020-07-24,6,"am",5
"FS-349",2020-07-24 13:52:00,19.18,77.33,2020-07-24 06:52:00,2020-07-24,6,"am",5
"FS-349",2020-07-25 13:59:25,21.15,73.51,2020-07-25 06:59:25,2020-07-25,6,"am",5
